topic,content
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","छिड़काव के दौरान स्टोर से साइट तक दिन के उपयोग के लिए केवल पर्याप्त कीटनाशक ही लें। कीटनाशकों को मूल कंटेनर और पैकिंग से कंटेनरों में स्थानांतरित न करें। कीटनाशकों और उपकरणों के उपयोग संबंधी निर्देशों की पुनः जाँच करें। सुनिश्चित करें कि कीटनाशकों को सही मात्रा में मिलाया गया है। उचित कपड़े पहनें. त्वचा विशेषकर आंखों और मुंह को दूषित होने से बचाएं। छींटों से बचने के लिए तरल फॉर्मूलेशन को सावधानी से डाला जाना चाहिए। कीटनाशक मिलाते या लगाते समय कभी भी खाना, पीना या धूम्रपान न करें।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों",बंद नोजल या होज़ को कभी भी अपने मुँह से न निकालें। सही स्प्रे तकनीक का पालन करें। स्प्रेयर को सही गति और सही दबाव पर चलाकर पौधों की फसल पर अच्छी तरह से छिड़काव करें। Page 134 --- 126 व्यावसायिक स्वास्थ्य और सुरक्षा बुनियादी कृषि पर किसान की पुस्तिका सही स्प्रे तकनीक का पालन करें। पौधे की फसल पर अच्छी तरह से संचालन करके छिड़काव करें स्प्रेयर सही गति और सही दबाव पर। मिश्रण के दौरान कभी भी बच्चों या उनके अनधिकृत व्यक्तियों को पास में न रहने दें। कीटनाशकों को कभी भी खेत में लावारिस न छोड़ें।
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों",यदि हवा पशुओं के चरने या नियमित रूप से उपयोग किए जाने वाले चरागाहों की ओर बह रही हो तो कभी भी छिड़काव न करें। छिड़काव हवा की दिशा में करना चाहिए। छिड़काव के बाद छिड़काव के बाद टैंक में बचे शेष कीटनाशकों को खाली कर देना चाहिए और बंजर भूमि पर खोदे गए गड्ढों में निपटान करना चाहिए। टैंक को कभी भी सिंचाई नहरों या तालाबों में खाली न करें। स्प्रेयर में अप्रयुक्त कीटनाशकों को कभी न छोड़ें। उपकरण को हमेशा ठीक से साफ करें। उपयोग के बाद इस पर तेल लगाएं और फिर स्टोर रूम में रख दें।
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","किसी भी उद्देश्य के लिए खाली कीटनाशक कंटेनरों का उपयोग न करें। कंटेनरों को कुचलकर जमीन से भरे कूड़ेदान में दबा दें। स्प्रे घोल तैयार करने में उपयोग की जाने वाली बाल्टियाँ, छड़ियाँ, मापने वाले जार आदि को साफ करें। Page 135 --- व्यावसायिक स्वास्थ्य और सुरक्षा बुनियादी कृषि पर किसान की पुस्तिका 127 सुरक्षात्मक कपड़े और जूते निकालें और धो लें। अपने आप को अच्छे से धोएं और साफ कपड़े पहनें। कीटनाशकों के उपयोग का सटीक रिकॉर्ड रखें।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों",व्यक्तियों को उपचारित क्षेत्रों में प्रवेश करने से तब तक रोकें जब तक ऐसा करना सुरक्षित न हो। छिड़काव वाले भूखंडों को झंडे से चिह्नित करें। स्रोत: tnauagriportal 5.
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","9 प्रबंधन के बुनियादी उपाय खरपतवार, रोग और कीट समस्याएँ रोकथाम इलाज से बेहतर है, इसलिए इसका पालन करें निवारक उपायों पर ऊपर चर्चा की गई निवारक तकनीक-निक्स का उपयोग करके कीट को ईटीएल से नीचे रखें कृषि-संस्कृति विभाग के अधिकारियों और विशेषज्ञों द्वारा कीट चेतावनियों पर अधिक ध्यान दें आईसीएआर और आईएमडी द्वारा मौसम पूर्वानुमान पर पूरी नजर रखें प्रारंभिक चरण में केवीके या वैज्ञानिक से परामर्श लें साथी किसानों के साथ समस्याओं पर चर्चा करें, आपको कई पारंपरिक सुझाव मिल सकते हैं प्रत्येक कीट प्रबंधन आईटीके के पीछे के वैज्ञानिक तर्क को समझें नवीनतम विकास प्राप्त करने के लिए कृषि और संबद्ध क्षेत्रों के स्थानीय अनुसंधान और विकास विंग के साथ नियमित संपर्क रखें।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","5. 10. के जोखिम को कम करने के लिए सुरक्षा युक्तियाँ मशीनरी संभालते समय चोटें और मौतें ताजी हवा की लोकप्रिय छवि के विपरीत और शांतिपूर्ण वातावरण, खेत कोई ख़तरा नहीं है निःशुल्क कार्य सेटिंग. हर साल, कृषि दुर्घटनाओं में हजारों खेत मजदूर घायल हो जाते हैं और सैकड़ों लोग मर जाते हैं। कृषि में सुरक्षा मुख्य चिंताओं में से एक है, खासकर कृषि उपकरणों और मशीनरी को संभालते समय। कृषि में कई दुर्घटनाओं पर ध्यान नहीं दिया जाता क्योंकि उनकी रिपोर्ट नहीं की जाती। इसलिए गलतियों से सीखना कम होगा."
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","मशीनरी चलाते समय चोटों और मृत्यु के जोखिम को कम करने के लिए सुरक्षा युक्तियाँ इस प्रकार हैं: खेती के खतरों के बारे में जागरूकता बढ़ाकर और आग, वाहन दुर्घटनाओं, उपकरणों और तारों से बिजली के झटके और रासायनिक जोखिम सहित आपातकालीन स्थितियों के लिए तैयार करने के लिए सचेत प्रयास करके खेत में सुरक्षा में सुधार किया जा सकता है। उन खतरों के प्रति विशेष रूप से सतर्क रहें जो बच्चों और बुजुर्गों को प्रभावित कर सकते हैं। सुरक्षा सुनिश्चित करने के लिए उत्पादों का सावधानीपूर्वक चयन करके खतरों को कम करें।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","ट्रैक्टर चलाते समय हमेशा सीट बेल्ट का प्रयोग करें। उपकरण संचालक के मैनुअल और उत्पाद लेबल पर दिए गए निर्देशों को पढ़ें और उनका पालन करें। उन समस्याओं के लिए नियमित रूप से उपकरणों का निरीक्षण करें जो दुर्घटनाओं का कारण बन सकती हैं। सभी संबंधित पक्षों के साथ सुरक्षा खतरों और आपातकालीन प्रक्रियाओं पर चर्चा करें। अनाज भंडारण डिब्बे और साइलो की अस्थिर सतहों के कारण फंसने और दम घुटने से रोकने के लिए सावधानी बरतें। कभी भी """"अनाज पर न चलें।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों",""""" सावधान रहें कि मीथेन गैस, कार्बन डाइऑक्साइड, अमोनिया और हाइड्रोजन सल्फाइड बिना हवादार अनाज साइलो और खाद के गड्ढों में बन सकते हैं और किसानों का दम घोंट सकते हैं या उन्हें जहर दे सकते हैं या विस्फोट कर सकते हैं। चुटकियों में फंसने से बचने के लिए ऐसे कपड़े पहनें जो अच्छे से फिट हों और ढीले-ढाले न हों। Page 136 --- 128 व्यावसायिक स्वास्थ्य और सुरक्षा बुनियादी कृषि पर किसान की पुस्तिका कभी भी बिना सुरक्षा वाली छत पर न पहुंचें और न ही उसके पास काम करें। भागों को टेटिंग करना।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","मरम्मत पर ध्यान देने के लिए मशीनरी बंद कर दें। हटाए गए शील्ड को हमेशा बदलें रखरखाव के लिए. अप्रयुक्त या असफल बोरवेल गड्ढों को प्लग करें संभावित रैप बिंदुओं के लिए सभी उपकरणों की जांच करें (उदाहरण के लिए जहां कपड़े या बाल शाफ्ट के चारों ओर लपेटे जा सकते हैं) और यदि संभव हो, तो उन बिंदुओं को ढाल दें।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","किसी भी क्षतिग्रस्त निर्माता द्वारा लगाए गए चेतावनी लेबल को बदलें और उपकरण के उन हिस्सों पर चेतावनी लगाएं जिन पर पहले से लेबल नहीं लगा है (उन्हें चमकीले रंग से रंगने पर विचार करें, शायद एक चौड़ी पट्टी के साथ)। कतरनी और काटने के बिंदुओं (उदाहरण के लिए काटने के लिए उपयोग की जाने वाली ब्लेड या कठोर किनारों वाली वस्तुएं) के साथ काम करते समय सतर्क रहें और दूसरों को चेतावनी दें।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","कुछ कतरनी और काटने वाले बिंदुओं की सुरक्षा नहीं की जा सकती है, जिसके परिणामस्वरूप काटने वाले उपकरण द्वारा फेंकी गई वस्तुओं से गंभीर कट लग सकते हैं, अंग खो सकते हैं या चोटें लग सकती हैं। हिचकोले खाने की स्थिति में आने से पहले तब तक प्रतीक्षा करें जब तक ट्रैक्टर पूरी तरह से रुक न जाए। फ्री-व्हीलिंग भागों (अर्थात वे भाग जो बिजली बंद होने के बाद भी घूमते रहते हैं) को तब तक न छुएं जब तक कि उनका चलना बंद न हो जाए। इसमें 2-2½ मिनट लग सकते हैं."
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","जलने वाले बिंदुओं से सावधान रहें: मफलर, मैनिफोल्ड और यहां तक ​​कि गियर केस भी। हाइड्रोलिक सिस्टम में अत्यधिक दबाव में तरल पदार्थ होता है। किसी भी फिटिंग या हिस्से को ढीला करने, कसने, हटाने या अन्यथा काम करने से पहले, इस दबाव को हटा दें (हाइड्रोलिक पंप को बंद कर दें, उपकरणों को नीचे कर दें और ऑपरेटर के मैनुअल में दिए गए निर्देशों का पालन करें)। उपकरणों की अच्छी मरम्मत और सुरक्षा सुविधाएँ अद्यतन रखें। """"उचित मशीन निरीक्षण और रखरखाव दुर्घटनाओं को रोकने में मदद कर सकता है""""।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","जब मशीनरी के रखरखाव की बात आती है, तो घूमने वाले हिस्सों या ब्लेडों को ढकने के लिए एक ढाल और गार्ड रखा जाना चाहिए। एक सीट, एक सवारी नियम का पालन करें। यदि उपकरण पर केवल एक सीट है, तो केवल एक सवार होना चाहिए - एक वयस्क। बच्चों को उपकरणों पर या उन क्षेत्रों में खेलने या सवारी करने की अनुमति न दें जहां मशीनरी का उपयोग या भंडारण किया जाता है। कम उम्र के बच्चों को 2, 3 और 4 पहिया वाहनों का संचालन नहीं करना चाहिए। • पिकअप ट्रकों के पीछे सवारियों या यात्रियों को अनुमति न दें।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","मशीनरी शुरू करने से पहले, सभी ऑपरेटरों को पता होना चाहिए कि बच्चे कहाँ स्थित हैं। आप बच्चों को सुनने या देखने में असमर्थ हो सकते हैं, विशेषकर बड़े पहियों के पीछे या अंधे स्थानों में। सभी उपकरणों को पार्क किया जाना चाहिए और उपयोग में न होने पर चाबियाँ निकालकर लॉक कर दिया जाना चाहिए। हाथ के औज़ारों को बच्चों की पहुंच से दूर रखें, ख़ासकर तेज़ या गर्म हिस्सों वाले।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","बेहतर सुरक्षा और स्वास्थ्य प्रथाएँ किसानों की मृत्यु, चोटों और बीमारियों के साथ-साथ श्रमिकों के मुआवजे बीमा प्रीमियम, खोए हुए उत्पादन और चिकित्सा व्यय जैसी संबंधित लागतों को कम करती हैं। एक सुरक्षित और अधिक स्वस्थ कार्यस्थल गतिशीलता और उत्पादकता में सुधार करता है। दुर्घटनाओं में प्राथमिक उपचार: घायल किसान चोटों से होने वाले नुकसान को कम करने के लिए जल्द से जल्द प्राथमिक उपचार दिया जाना चाहिए।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","आयात - टैंट युक्तियाँ इस प्रकार हैं: प्राथमिक चिकित्सा किट से आपूर्ति का उपयोग करके, बुनियादी प्राथमिक चिकित्सा में प्रशिक्षित व्यक्ति से उपचार कराया जाना चाहिए। किसी भी चिकित्सा आपातकाल के स्थल पर या किसी पीड़ित को चिकित्सा सुविधा तक ले जाते समय दिया गया चिकित्सा उपचार और देखभाल। सुनिश्चित करें कि त्वरित और प्रभावी प्राथमिक चिकित्सा प्रदान करने के लिए प्राथमिक चिकित्सा प्रशिक्षित कर्मचारी उपलब्ध हैं। वैकल्पिक रूप से, परिवार के सदस्यों में से एक को प्रशिक्षित किया जाना चाहिए।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","सुनिश्चित करें कि आपके कार्यस्थल पर प्राथमिक चिकित्सा आपूर्ति आपकी व्यावसायिक सेटिंग के लिए उपयुक्त है। आपकी आपातकालीन चिकित्सा सेवाओं का प्रतिक्रिया समय बहुत महत्वपूर्ण है। स्थानीय स्तर पर उपलब्ध एंटी-डोट्स या औषधीय पौधों के बारे में अच्छी जानकारी, जिनका उपयोग किया जा सकता है। कार्यस्थल पर प्राथमिक चिकित्सा किट रखें। कार्यस्थल पर साफ पानी रखें। आसपास के क्षेत्र में प्राथमिक चिकित्सा, एम्बुलेंस, स्थानीय अस्पताल, स्थानीय डॉक्टरों और वाहन मालिकों पर प्रशिक्षित व्यक्ति के मोबाइल नंबर रखें। 5. 11."
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों",आपके पहले के लिए सुझाए गए आइटम- सहायता किट बाँझ चिपकने वाली पट्टियाँ अलग-अलग अवशोषक कपास पैड का छोटा रोल आकार चिपकने वाला टेप Page 137 --- व्यावसायिक स्वास्थ्य और सुरक्षा बुनियादी कृषि पर किसान की पुस्तिका 129• त्रिकोणीय एवं रोलर पट्टियाँ कपास (1 रोल) बैंड-एड्स (प्लास्टर) कैंची कलम मशाल लेटेक्स दस्ताने (2 जोड़ी) चिमटी सुई गीले तौलिए और साफ सूखे कपड़े के टुकड़े।
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों",एंटीसेप्टिक (सेवलॉन या डेटॉल) थर्मामीटर पेट्रोलियम जेली या अन्य स्नेहक की ट्यूब सेफ्टी पिन के विभिन्न आकार सफाई एजेंट/साबुन गैर-पर्ची दवाएं एस्पिरिन या पेरासिटामोल दर्द निवारक दस्तरोधी दवा मधुमक्खी के डंक के लिए एंटीहिस्टामाइन क्रीम। एंटासिड (पेट खराब होने पर) रेचक यह सुनिश्चित करने के लिए किटों की कम से कम साप्ताहिक जाँच की जानी चाहिए आवश्यक वस्तुएँ पर्याप्त संख्या में उपलब्ध हैं। किट कार्यस्थल पर रखी जा सकती हैं।
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","सुनिश्चित करें कि प्राथमिक चिकित्सा आपूर्तियाँ हैं: सभी किसानों के लिए आसानी से उपलब्ध। ऐसे कंटेनरों में संग्रहित किया जाता है जो उन्हें क्षति, ख़राब होने या संदूषण से बचाते हैं। कंटेनरों को स्पष्ट रूप से चिह्नित किया जाना चाहिए, लॉक नहीं किया जाना चाहिए और उन्हें सील किया जा सकता है। किसी घायल या गंभीर रूप से बीमार कर्मचारी के स्थान पर ले जाने में सक्षम। सुनिश्चित करें कि आपातकालीन धुलाई सुविधाएं कार्यात्मक हैं और आसानी से सुलभ हैं। प्राथमिक चिकित्सा किट 5. 12. सबक सीखा 1."
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","व्यावसायिक स्वास्थ्य और सुरक्षा के मुद्दों पर जागरूकता प्रत्येक किसान के लिए आवश्यक है। 2. कृषि-संस्कृति में अधिकांश स्वास्थ्य खतरे निवारक प्रकृति के हैं, बशर्ते किसानों को इसके बारे में जानकारी हो। 3. किसानों को कृषि रसायनों का सुरक्षित रख-रखाव करना चाहिए। थोड़ी सी लापरवाही इंसानों और मवेशियों की जान पर भारी पड़ सकती है। 4. कीटनाशक कंटेनरों का सुरक्षित निपटान करें। 5. प्राथमिक चिकित्सा ज्ञान और कौशल जीवन बचाता है। 6. बच्चों को कृषि यंत्रों से दूर रखें - यानी."
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","Page 139 --- सेवा तक किसान की पहुंच बुनियादी कृषि पर किसान की पुस्तिका 1316. 1. सत्र के उद्देश्य किसानों के बीच विस्तार के स्रोत, सूचना और सेवाओं के बारे में जागरूकता बढ़ाना। किसानों को सार्वजनिक और निजी विस्तार सेवाओं से परिचित कराना। किसानों को आईसीटी माध्यमों से विस्तार सेवाओं का लाभ उठाने के लिए प्रोत्साहित करना। कृषि ऋण, बीमा और कानूनी पहलुओं पर किसानों का ज्ञान बढ़ाना। 6. 2."
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों",सत्र के अंत में हम क्या जानते हैं विस्तार के स्रोत और निम्नलिखित विस्तार सेवा प्रदाताओं द्वारा प्रदान की जाने वाली सेवाओं की प्रकृति: सार्वजनिक विस्तार सेवाएँ निजी विस्तार सेवाएँ संस्थागत स्रोत आईसीटी स्रोत कृषि ऋण कृषि बीमा कानूनी पहलू6. किसानों की सेवाओं तक पहुंच किसानों की सेवाओं तक पहुंच 6. 3.
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","के लिए आवश्यक महत्वपूर्ण सेवाएँ किसान जानकारी इनपुट (बीज, उर्वरक, कीटनाशक, मशीनरी, आदि) बुनियादी ढांचा (कोल्ड स्टोरेज, गोदाम, चारा मिश्रण इकाई, आदि) बाज़ार (बाज़ार प्रांगण, बाज़ार आसूचना, परिवहन, आदि) विकासात्मक योजनाएँ/कार्यक्रम ऋण और बीमा, आदि। उपरोक्त सेवाओं की पहुंच, गुणवत्ता, लागत प्रभावशीलता और समयबद्धता के आयामों के साथ आवश्यकता है। सूचना के लिए आवश्यक महत्वपूर्ण इनपुट है किसानों को फसलों के चयन से लेकर विपणन तक बदलाव लाने की जरूरत है।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","पिछला अनुभव: सबसे महत्वपूर्ण स्रोत- किसानों के लिए गठन उनका पिछला अनुभव ही है। हालाँकि, पिछले अनुभव के आधार पर जानकारी पर कार्रवाई करने से पहले, उसे वर्तमान संदर्भ की प्रासंगिकता की जाँच करने की आवश्यकता है। प्रगतिशील किसान: ग्रामीण जीवन का वह छोटा वर्ग है जो सामाजिक, आर्थिक और तकनीकी रूप से सक्षम है। अन्य किसानों की तुलना में काफी उन्नत। वे सक्रिय रूप से उन्नत प्रौद्योगिकियों की खोज में जाते हैं, प्रौद्योगिकियों को अपनाते हैं और उनका लाभ उठाते हैं।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","वे अन्य किसानों के लिए कृषि संबंधी जानकारी का निकटतम और आसान स्रोत हैं। उदाहरण के लिए, किसानों, पुरस्कार विजेता किसानों, ब्लॉक किसान सलाहकार समिति (बीएफएसी) के सदस्यों, जिला किसान सलाहकार समिति (डीएफएसी) के सदस्यों, राज्य किसान सलाहकार समिति (एसएफएसी) के सदस्यों, फार्म स्कूल चलाने वाले किसानों आदि से संपर्क करें। इनपुट डीलर: अधिकतर ग्रामीण स्तर के व्यवसायी होते हैं जो बीज, उर्वरक, कीटनाशक और मशीन बेचते हैं - यानी किसानों को. किसानों से निकटता की ताकत के आधार पर विस्तार सलाह भी प्रदान करता है।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","हालाँकि, सलाहकार सेवाओं तक पहुँचने के लिए अधिकतम सावधानी बरतनी होगी क्योंकि वे पेशेवर रूप से योग्य विस्तार पदाधिकारी नहीं हैं। हालाँकि, कुछ इनपुट डीलरों को डिप्लोमा इन एग्रीकल्चरल एक्सटेंशन सर्विस फॉर इनपुट डीलर्स (डीएईएसआई) जैसे विभिन्न कार्यक्रमों के माध्यम से प्रशिक्षित किया जाता है जो गुणवत्तापूर्ण कृषि जानकारी प्रदान कर सकते हैं। अन्य मामलों में, स्थानीय सार्वजनिक विस्तार पदाधिकारियों से सलाह और इनपुट डीलरों से सलाह के आधार पर इनपुट तक पहुंचा जा सकता है।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों",सहकारी समितियाँ: जिला केंद्रीय सहकारी Page 140 --- 132 सेवा तक किसान की पहुंच बुनियादी कृषि पर किसान की पुस्तिका बैंक और प्राथमिक सोसायटी प्राथमिकता क्षेत्र के तहत कृषि ऋण का विस्तार नाबार्ड योजनाओं को लागू करें सरकारी योजनाओं को लागू करें सामाजिक सुरक्षा योजनाएं लागू करें फसली ऋण बढ़ाता है भूमि (कृषि एवं ग्रामीण) विकास बैंक कृषि के लिए मध्यम और दीर्घकालिक ऋण का विस्तार करें- संस्कृति सरकारी योजनाओं को लागू करें सार्वजनिक क्षेत्र का विस्तार: मुख्य रूप से प्रतिनिधित्व किया गया राज्य के कृषि और संबद्ध विभाग अधिकांश किसानों के लिए जानकारी का सबसे महत्वपूर्ण स्रोत बने हुए हैं।
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","कृषि, बागवानी, रेशम उत्पादन, पशुपालन, विपणन आदि जैसे प्रत्येक विभाग के पास किसानों तक पहुंचने के लिए अपनी स्वयं की विस्तार जनशक्ति और वितरण तंत्र है। प्रौद्योगिकी-प्रौद्योगिकी के हस्तांतरण और राज्य और केंद्र सरकारों के कृषि विकास कार्यक्रमों पर ध्यान केंद्रित किया गया है। कृषि प्रौद्योगिकी प्रबंधन एजेंसी (एटीएमए): एक एजेंसी जो कार्य करती है- जिला स्तर पर सांस्कृतिक विकास कार्यक्रम जिसमें कृषि और संबद्ध विभाग निजी क्षेत्रों के साथ मिलकर काम करते हैं।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","ग्राम स्तर पर किसान मित्र, ब्लॉक स्तर पर ब्लॉक प्रौद्योगिकी प्रबंधक और विषय वस्तु विशेषज्ञ किसानों को कृषि संबंधी जानकारी और योजनाओं/कार्यक्रमों का लाभ प्रदान करते हैं। एटीएमए विभिन्न विस्तार गतिविधियों का आयोजन करता है जैसे कि क्षेत्र दौरे, प्रशिक्षण, प्रदर्शन, क्षेत्र दिवस, किसान-वैज्ञानिकों से बातचीत, प्रदर्शनियां, एक्सपोजर दौरे, अभियान आदि। प्रिंट और इलेक्ट्रॉनिक मीडिया के माध्यम से विस्तार जानकारी प्रकाशित करें, कृषि कार्यों और सावधानियों पर किसानों को अलर्ट प्रदान करें।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","डीएसी, एमओए, भारत सरकार राज्य स्तरीय मंजूरी समिति (एसएलएससी) अंतर विभागीय कार्य समूह (आईडीडब्ल्यूजी) SAMETI एवं SAU/ICAR संस्थानराज्य किसान सलाहकार समिति जिला प्रशिक्षण केंद्र, केवीके और जेडआरएसजिला किसान सलाह समिति ब्लॉक टेक्नोलॉजी टीमब्लॉक किसानों की सलाह समिति कृषि-उद्यमीF यू एन डी एफ एल ओ WW ओ आर के पी एल ए एन सीआईजी, एफआईजी, किसान/कृषि महिला फार्म स्कूलराज्य नोडल सेल एटीएमए (जीबी एवं एमसी) ब्लॉक एटीएमए सेल किसान फ्रेंडमैनेज/ईईआई किसानों के कमोडिटी हित समूह (सीआईजी): एक ही फसल उगाने वाले किसानों का एक समूह/ उद्यम, सामान्य समस्याएं और लाभ साझा करें।"
",What is एक समग्र?,""का परिप्रेक्ष्य वैज्ञानिक कृषि के लिए एक संयुक्त पहल किसानों","परिपक्व सीआईजी सामूहिक रूप से सूचना, इनपुट, बुनियादी ढांचे, क्रेडिट और बाजार लिंकेज तक पहुंच सकते हैं। कुछ सीआईजी के पास अनुसंधान, विस्तार, क्रेडिट और विपणन उद्देश्य के लिए स्वतंत्र सेटअप है। जैसे डेयरी किसानों के लिए अमूल, अंगूर किसानों के लिए महा ग्रेप्स। किसान कॉल सेंटर (केसीसी): एक ऑनलाइन कृषि- किसानों को सरकार द्वारा प्रदान की जाने वाली व्यावहारिक सलाहकार सेवा।"
